id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
bfalis686,Britta,Falis,CA,3,4,1,3,1,3,1,1,2,4,2,4
phendson214,Pa,Hendson,IL,1,2,3,5,4,2,5,1,3,3,3,3
kirey978,Kareem,Irey,ID,5,5,1,3,4,5,3,5,4,4,4,1
vridener260,Vernon,Ridener,FL,1,4,4,2,5,4,4,1,5,1,4,5
mkleftogia941,Mariano,Kleftogiannis,WA,4,5,2,3,3,2,3,3,1,5,2,2
jmontefort665,Jestine,Monteforte,SC,1,2,1,3,2,1,5,2,4,5,4,1
jfarwick304,Jolanda,Farwick,ID,5,4,4,1,5,1,4,5,2,3,1,5
hstrupp165,Hugo,Strupp,MO,5,4,2,4,3,1,3,4,5,2,1,5
mvanloan43,Myrle,Vanloan,MI,4,3,1,2,4,2,3,4,3,4,5,1
mschlette30,Merrill,Schlette,WA,3,4,4,4,2,3,2,3,3,3,4,1
jmainero750,Jenice,Mainero,PA,4,5,5,3,4,1,4,5,5,1,4,4
mcasbeer351,Marshall,Casbeer,WY,4,4,5,1,2,3,2,5,3,3,3,4
ekardell442,Ellan,Kardell,NY,5,4,1,3,2,1,3,5,1,4,5,3
osimmers623,Oda,Simmers,MT,1,2,4,1,3,2,1,1,2,3,2,2
mdziadek325,Maryrose,Dziadek,VT,3,4,2,5,3,3,4,1,2,4,4,3
whahn126,Willard,Hahn,CT,2,3,5,4,5,4,3,1,5,4,5,1
ksevick223,Kristine,Sevick,MA,2,2,1,2,4,1,2,4,1,2,2,1
table239,Terry,Able,GA,3,1,2,3,4,4,4,5,4,2,5,4
aausdemore251,Ashley,Ausdemore,WA,4,3,5,3,5,1,4,3,2,1,5,3
nengl290,Nathanael,Engl,AZ,5,4,1,4,3,4,2,3,1,2,3,2
fkossey567,Faustino,Kossey,MD,5,3,5,5,2,5,4,2,5,1,3,1
aperrodin428,Albertina,Perrodin,CA,1,4,2,5,2,2,1,4,4,3,2,3
gbookwalte240,Genia,Bookwalter,RI,5,5,5,1,5,1,2,3,5,2,4,4
gshanahan938,Garrett,Shanahan,CT,1,3,3,4,5,1,3,2,4,2,2,4
hhynum436,Hugo,Hynum,NV,4,4,3,1,1,4,5,5,5,5,5,4
twoller912,Tyesha,Woller,ND,1,1,4,3,1,5,3,4,1,1,3,3
vshapskins496,Virgil,Shapskinsky,MA,1,1,5,2,5,5,5,5,2,5,2,4
mstrobridg740,Moises,Strobridge,OR,4,1,2,4,2,3,2,3,3,1,4,3
obritcher752,Orlando,Britcher,LA,3,3,4,1,4,2,5,4,1,4,1,5
lbeyersdor820,Lidia,Beyersdorf,OH,4,1,2,3,1,2,5,1,3,5,3,5
rromanini263,Roxana,Romanini,SD,2,5,1,3,1,3,2,3,4,4,2,4
istarin573,Ilse,Starin,KY,3,5,1,1,4,2,4,2,2,4,1,1
lread564,Lionel,Read,TN,2,2,4,2,1,5,5,3,5,5,2,1
lwienandt894,Leon,Wienandt,NV,3,3,4,1,5,5,4,1,5,1,4,3
sdayer719,Salvatore,Dayer,OK,4,3,1,1,3,2,1,2,1,4,3,5
cvaillenco366,Christena,Vaillencourt,KY,4,1,1,2,2,1,4,2,5,2,3,3
moliveri708,Man,Oliveri,WY,3,5,5,3,3,1,1,4,1,1,2,3
jbertsch152,Jamaal,Bertsch,CO,2,1,1,3,5,1,2,2,1,2,5,1
clockey108,Columbus,Lockey,VT,3,1,4,2,2,1,5,4,5,3,1,1
cfriskney24,Chester,Friskney,PA,5,5,1,2,3,4,3,3,3,3,2,2
erosner135,Erma,Rosner,NC,2,4,2,3,4,5,5,4,1,3,3,3
fcocca511,Felton,Cocca,MN,1,3,1,4,3,1,2,2,2,1,2,1
nzuleger498,Nikia,Zuleger,MO,1,3,5,1,1,2,1,4,3,4,5,5
cmichalows451,Candie,Michalowski,VT,1,5,5,4,5,2,4,2,3,2,5,3
tbraniff978,Toni,Braniff,MS,2,2,2,5,1,3,1,1,5,4,3,3
cstoops649,Clyde,Stoops,ME,5,3,3,2,4,4,1,5,4,1,4,3
lbudinich26,Leslee,Budinich,LA,3,3,1,4,2,1,4,5,2,2,1,2
hreith290,Hassan,Reith,AR,2,2,5,3,3,5,1,3,3,1,4,3
velvert892,Val,Elvert,OR,5,3,5,2,5,2,5,1,2,2,3,5
mbookbinde894,Manda,Bookbinder,NH,3,1,5,1,5,3,2,3,3,4,4,4
tmolima884,Tyrone,Molima,CO,4,1,2,4,5,4,2,4,1,1,4,3
