id,nameFirst,nameLast,time,Math,Chemistry,History,Computer Science,French,Biology,Physics
mliukkonen970,Madelyn,Liukkonen,10,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 2}"
zguerrido952,Zelda,Guerrido,5,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 2}"
mcristobal9,Myles,Cristobal,10,"{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 3}"
gmcnab22,Gail,Mcnab,10,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}"
mfaucette393,Molly,Faucette,20,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}"
jbutron681,Jason,Butron,10,"{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}"
worta621,Willene,Orta,25,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}"
nhogsten760,Nadine,Hogsten,30,"{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 1}"
bdittmar537,Burton,Dittmar,10,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 5}"
jmantell786,Jami,Mantell,30,"{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}"
tlysen305,Teresia,Lysen,25,"{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 4}"
kjave492,Kathi,Jave,15,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}"
ggoldstein954,Genevieve,Goldstein,5,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 1}"
tliberti928,Trinidad,Liberti,10,"{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 3}"
dmcnair838,Dorathy,Mcnair,5,"{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}"
hstotsky34,Hoa,Stotsky,20,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 4}"
wvergara636,William,Vergara,10,"{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 2}"
lflud961,Lorenzo,Flud,10,"{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}"
shornbache425,Stefany,Hornbacher,10,"{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 3}"
bklann8,Bernard,Klann,25,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 4}"
ddoward112,Duncan,Doward,5,"{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 5}"
caucoin561,Carma,Aucoin,15,"{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}"
ldorner612,Leif,Dorner,5,"{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 3}"
edumars794,Earline,Dumars,25,"{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}"
tyoo420,Titus,Yoo,20,"{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 1}"
lbotwin31,Lanell,Botwin,5,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}"
rreddrick541,Rashad,Reddrick,20,"{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}"
cglendenin302,Claris,Glendening,5,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}"
eglassey878,Elina,Glassey,30,"{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 2}"
lschnobric882,Lenard,Schnobrich,5,"{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}"
jveverka717,Joeann,Veverka,25,"{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 1}"
cbelle212,Christeen,Belle,30,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}"
nmascia14,Neomi,Mascia,5,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 2}"
cborror296,Colton,Borror,5,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 5}"
rhoadley608,Refugia,Hoadley,10,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 1}"
kcimeno813,Kerry,Cimeno,25,"{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 5}"
pshawl583,Perry,Shawl,15,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}"
akastein644,Amado,Kastein,5,"{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 1}"
wlazurek10,Wilson,Lazurek,25,"{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 4}"
svantuyl852,Shawana,Vantuyl,20,"{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 1}"
dzuppa807,Darell,Zuppa,20,"{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 3}"
jfabiano637,Jesus,Fabiano,25,"{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}"
ckivett429,Collin,Kivett,25,"{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 4}"
sdaubney124,Sharlene,Daubney,15,"{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 4}"
rlawis637,Regine,Lawis,5,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}"
dleben132,Douglass,Leben,10,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 2}"
yhelwig988,Young,Helwig,20,"{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 4}"
hfernandz291,Herman,Fernandz,20,"{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}"
tnorrie605,Tonia,Norrie,20,"{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}"
ccobane735,Clifton,Cobane,30,"{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 2}"
scassagne945,Sylvester,Cassagne,5,"{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 2}"
rginty760,Russ,Ginty,30,"{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 2}"
amenier192,Anabel,Menier,25,"{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 4}"
brodal470,Bea,Rodal,20,"{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}"
myamanoha205,Machelle,Yamanoha,20,"{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 5}"
amyren944,Annalisa,Myren,20,"{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}"
szaituna857,Shalon,Zaituna,20,"{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 5}"
cdibari29,Cyril,Dibari,5,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 4}"
kjohnsrud75,Kamala,Johnsrud,5,"{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 4}"
ljanson261,Lashunda,Janson,5,"{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 5}"
lpliml303,Louetta,Pliml,10,"{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}"
acroutch564,Araceli,Croutch,20,"{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 5}"
lskelton662,Lashanda,Skelton,30,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}"
vmcclung201,Virgina,Mcclung,20,"{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}"
knuniz702,Katherina,Nuniz,10,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}"
srizzi636,Shayne,Rizzi,30,"{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}"
abrueggema605,Arnulfo,Brueggemann,5,"{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 2}"
clevendosk383,Chance,Levendoski,25,"{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 5}"
npratten880,Nathanael,Pratten,10,"{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 5}"
spizana245,Sydney,Pizana,20,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}"
dmccardle489,Dave,Mccardle,10,"{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 2}"
hmcclory177,Hilario,Mcclory,10,"{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}"
orynerson781,Odell,Rynerson,25,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 4}"
jkaas574,Jayne,Kaas,10,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 4}"
fdischner747,Fletcher,Dischner,15,"{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}"
cbozzell225,Casey,Bozzell,5,"{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 4}"
lguilbault199,Landon,Guilbault,20,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 4}"
lflitsch515,Lon,Flitsch,25,"{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}"
pzeavala684,Pete,Zeavala,5,"{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}"
lsantizo642,Leonardo,Santizo,25,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 4}"
csedwick193,Carisa,Sedwick,10,"{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}"
gancy187,Granville,Ancy,25,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 5}"
bediger894,Barrie,Ediger,15,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 3}"
mkukene413,Milton,Kukene,20,"{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 3}"
jdelbridge717,Jermaine,Delbridge,25,"{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 5}"
jweingard158,Johnathon,Weingard,20,"{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 3}"
smackler687,Shavonda,Mackler,10,"{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}"
acontras431,Anton,Contras,15,"{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 5}"
esankoff853,Ethan,Sankoff,25,"{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 4}"
nhealy12,Nga,Healy,25,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 2}"
polfers736,Paulita,Olfers,25,"{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 3}"
czerkle841,Clyde,Zerkle,25,"{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 2}"
lcartner918,Larisa,Cartner,20,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}"
bgrimaldi482,Bea,Grimaldi,15,"{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 4}"
kdouyon189,Kraig,Douyon,5,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 5}"
jllarenas867,Janene,Llarenas,30,"{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 3}"
fpalu491,Francisca,Palu,20,"{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}"
mtousant606,Michael,Tousant,10,"{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 2}"
bhaddick931,Basil,Haddick,20,"{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}"
pbrys59,Philip,Brys,10,"{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 2}"
